Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
ass2.Models.InterpolatingModel,interpolating:model,@SocialDistanceInterpolatingModel,social:distance:interpolating:model,isSafe,is:safe,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.BasicSocialDistanceUtility,basic:social:distance:utility,@BasicSocialDistanceUtility,basic:social:distance:utility,isInterpolatedSafe,is:interpolated:safe
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,java.util.Scanner,scanner,java.util.Scanner,scanner,Scanner,scanner
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,getNextInt,get:next:int
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,getNextInt,get:next:int
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,getNextInt,get:next:int
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.Factory.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,setValues,set:values
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.Factory.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,getSingleton,get:singleton
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,processInput,process:input,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,getNextInt,get:next:int,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,getNextInt,get:next:int,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,java.util.Scanner,scanner,java.util.Scanner,scanner,nextInt,next:int
ass2.Weka.InferringMain,inferring:main,@SocialDistanceMVCInferringMain,social:distance:mvc:inferring:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.Factory.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,setSingleton,set:singleton
ass2.Weka.InferringMain,inferring:main,@SocialDistanceMVCInferringMain,social:distance:mvc:inferring:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.Weka.InferringModel,inferring:model,@SocialDistancInferringModel,social:inferring:model,InferringModel,inferring:model
ass2.Factory.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,getSingleton,get:singleton,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.Models.BasicModel,basic:model,@SocialDistanceBasicModel,social:distance:basic:model,BasicModel,basic:model
ass2.Models.DerivingModel,deriving:model,@SocialDistancDerivingModel,social:deriving:model,isSafe,is:safe,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.BasicSocialDistanceUtility,basic:social:distance:utility,@BasicSocialDistanceUtility,basic:social:distance:utility,isDerivedSafe,is:derived:safe
ass2.RunF22A02Tests,run:a:tests,RunF22A02Tests,run:a:tests,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setTracerShowInfo,set:tracer:show:info
ass2.RunF22A02Tests,run:a:tests,RunF22A02Tests,run:a:tests,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setBufferTracedMessages,set:buffer:traced:messages
ass2.RunF22A02Tests,run:a:tests,RunF22A02Tests,run:a:tests,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxPrintedTraces,set:max:printed:traces
ass2.RunF22A02Tests,run:a:tests,RunF22A02Tests,run:a:tests,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,trace.grader.basics.GraderBasicsTraceUtility,grader:basics:trace:utility,setMaxTraces,set:max:traces
ass2.RunF22A02Tests,run:a:tests,RunF22A02Tests,run:a:tests,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,grader.basics.execution.BasicProjectExecution,basic:project:execution,grader.basics.execution.BasicProjectExecution,basic:project:execution,setProcessTimeOut,set:process:time:out
ass2.RunF22A02Tests,run:a:tests,RunF22A02Tests,run:a:tests,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,gradingTools.comp524f22.assignment2.F22Assignment2Suite,assignment:suite,gradingTools.comp524f22.assignment2.F22Assignment2Suite,assignment:suite,main,main
ass2.DerivingMain,deriving:main,@SocialDistanceMVCDerivingMain,social:distance:mvc:deriving:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.Factory.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,setSingleton,set:singleton
ass2.DerivingMain,deriving:main,@SocialDistanceMVCDerivingMain,social:distance:mvc:deriving:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.Models.DerivingModel,deriving:model,@SocialDistancDerivingModel,social:deriving:model,DerivingModel,deriving:model
ass2.View.SocialDistanceView,social:distance:view,@SocialDistanceView,social:distance:view,propertyChange,property:change,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
ass2.View.SocialDistanceView,social:distance:view,@SocialDistanceView,social:distance:view,propertyChange,property:change,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,java.beans.PropertyChangeEvent,property:change:event,java.beans.PropertyChangeEvent,property:change:event,getPropertyName,get:property:name
ass2.View.SocialDistanceView,social:distance:view,@SocialDistanceView,social:distance:view,propertyChange,property:change,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,java.beans.PropertyChangeEvent,property:change:event,java.beans.PropertyChangeEvent,property:change:event,getNewValue,get:new:value
ass2.View.SocialDistanceView,social:distance:view,@SocialDistanceView,social:distance:view,propertyChange,property:change,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,java.io.PrintStream,print:stream,java.io.PrintStream,print:stream,println,none
ass2.View.SocialDistanceView,social:distance:view,@SocialDistanceView,social:distance:view,propertyChange,property:change,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,String,string,java.lang.String,string,format,format
ass2.BasicMain,basic:main,@SocialDistanceMVCBasicMain,social:distance:mvc:basic:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,ass2.Factory.ModelFactory,model:factory,@SocialDistanceModelFactory,social:distance:model:factory,setSingleton,set:singleton
ass2.BasicMain,basic:main,@SocialDistanceMVCBasicMain,social:distance:mvc:basic:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,ass2.Models.BasicModel,basic:model,@SocialDistanceBasicModel,social:distance:basic:model,BasicModel,basic:model
ass2.Factory.SocialDistanceClassifierFactory,social:distance:factory,@SocialDistanceClassifierFactory,social:distance:factory,getSingleton,get:singleton,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,weka.classifiers.trees.J48,none,weka.classifiers.trees.J48,none,J48,none
ass2.Factory.SocialDistanceClassifierFactory,social:distance:factory,@SocialDistanceClassifierFactory,social:distance:factory,getSingleton,get:singleton,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener,gradingTools.comp524f20.assignment1.WekaUtil,weka:util,gradingTools.comp524f20.assignment1.WekaUtil,weka:util,buildTreeModel,build:tree:model
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,Integer,integer,java.lang.Integer,integer,valueOf,value:of
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,Integer,integer,java.lang.Integer,integer,valueOf,value:of
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,Integer,integer,java.lang.Integer,integer,valueOf,value:of
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,Boolean,none,java.lang.Boolean,none,valueOf,value:of
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,Integer,integer,java.lang.Integer,integer,firePropertyChange,fire:property:change
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,Integer,integer,java.lang.Integer,integer,firePropertyChange,fire:property:change
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,Integer,integer,java.lang.Integer,integer,firePropertyChange,fire:property:change
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,setValues,set:values,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,firePropertyChange,fire:property:change
ass2.Models.AbstractModel,abstract:model,AbstractModel,abstract:model,addPropertyChangeListener,add:property:change:listener,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,java.beans.PropertyChangeSupport,property:change:support,java.beans.PropertyChangeSupport,property:change:support,addPropertyChangeListener,add:property:change:listener
ass2.Factory.ControllerFactory,controller:factory,@SocialDistanceControllerFactory,social:distance:controller:factory,getSingleton,get:singleton,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.SocialDistanceController,social:distance:controller,@SocialDistanceController,social:distance:controller,SocialDistanceController,social:distance:controller
ass2.SocialDistanceUtilityTesterMain,social:distance:utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.BasicSocialDistanceUtility,basic:social:distance:utility,@BasicSocialDistanceUtility,basic:social:distance:utility,printGivenAndGeneratedCombinationsDerivedSafety,print:given:and:generated:combinations:derived:safety
ass2.SocialDistanceUtilityTesterMain,social:distance:utility:tester:main,@SocialDistanceUilityTesterMain,social:distance:tester:main,main,main,@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel:@SocialDistanceView:PropertyChangeListener:EventListener:@SocialDistancDerivingModel+@SocialDistancInferringModel+@SocialDistanceBasicModel+@SocialDistanceInterpolatingModel,social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model:social:distance:view:property:change:listener:event:listener:social:deriving:model:social:inferring:model:social:distance:basic:model:social:distance:interpolating:model,ass2.BasicSocialDistanceUtility,basic:social:distance:utility,@BasicSocialDistanceUtility,basic:social:distance:utility,printGivenAndGeneratedCombinationsInferredSafety,print:given:and:generated:combinations:inferred:safety
